date,synthetic_usage
2025-01-01,110.28351211419768
2025-01-02,104.85114625150482
2025-01-03,117.48115559544365
2025-01-04,137.89839867540948
2025-01-05,141.4212430755698
2025-01-06,141.4212430755698
2025-01-07,141.4212430755698
2025-01-08,141.4212430755698
2025-01-09,139.7039160499777
2025-01-10,123.82774783110911
2025-01-11,133.21190686461588
2025-01-12,128.13984319355868
2025-01-13,140.13217462894207
2025-01-14,135.95356213539637
2025-01-15,133.7718166910818
2025-01-16,109.93697663858089
2025-01-17,106.31779161842793
2025-01-18,141.4212430755698
2025-01-19,141.4212430755698
2025-01-20,141.4212430755698
2025-01-21,141.4212430755698
2025-01-22,138.6501749762019
2025-01-23,138.48700328984518
2025-01-24,138.10223914092538
2025-01-25,124.51982940403352
2025-01-26,130.2554956640474
2025-01-27,124.0422439912481
2025-01-28,107.93168438011175
2025-01-29,100.0888977199494
2025-01-30,100.7061796862263
2025-01-31,101.14310822255
2025-02-01,113.40588961061403
2025-02-02,96.61015403825846
2025-02-03,91.59069056490564
2025-02-04,119.67744495971316
2025-02-05,121.7209645681001
2025-02-06,105.61744331695735
2025-02-07,115.19572308460234
2025-02-08,112.4162824577255
2025-02-09,126.53150619482153
2025-02-10,123.08065118399301
2025-02-11,134.2754325696206
2025-02-12,141.4212430755698
2025-02-13,141.4212430755698
2025-02-14,134.83880756510277
2025-02-15,130.23156799673495
2025-02-16,141.4212430755698
2025-02-17,141.4212430755698
2025-02-18,141.4212430755698
2025-02-19,141.4212430755698
2025-02-20,141.4212430755698
2025-02-21,141.4212430755698
2025-02-22,137.3020091901964
2025-02-23,112.10264681749491
2025-02-24,90.62928221066606
2025-02-25,81.27631528593507
2025-02-26,75.96864333109058
2025-02-27,81.83545339545951
2025-02-28,77.13540368427158
2025-03-01,93.24387694248244
2025-03-02,97.90324105751948
2025-03-03,84.42440173613836
2025-03-04,85.86475515731726
2025-03-05,115.66845052776755
2025-03-06,104.69164792290645
2025-03-07,89.99750371850641
2025-03-08,90.25470645578966
2025-03-09,83.8604938746669
2025-03-10,74.98507690229467
2025-03-11,70.7106215377849
2025-03-12,70.7106215377849
2025-03-13,70.7106215377849
2025-03-14,70.7106215377849
2025-03-15,81.40747550486566
2025-03-16,88.80113570750358
2025-03-17,73.31655426319442
2025-03-18,70.7106215377849
2025-03-19,81.77263733775109
2025-03-20,88.48387525669818
2025-03-21,78.427947080231
2025-03-22,79.03621421292654
2025-03-23,74.78879261026319
2025-03-24,74.92098006703635
2025-03-25,70.7106215377849
2025-03-26,70.7106215377849
2025-03-27,70.7106215377849
2025-03-28,70.7106215377849
2025-03-29,70.7106215377849
2025-03-30,79.36378319910361
2025-03-31,74.93285400750952
2025-04-01,75.4928590477635
2025-04-02,70.7106215377849
2025-04-03,71.15424563487788
2025-04-04,79.196005279623
2025-04-05,88.30188182474478
2025-04-06,84.92248697274968
2025-04-07,78.41980560080725
2025-04-08,77.80490972166838
2025-04-09,70.7106215377849
2025-04-10,70.7106215377849
2025-04-11,70.7106215377849
2025-04-12,70.7106215377849
2025-04-13,75.78351863232766
2025-04-14,70.7106215377849
2025-04-15,70.7106215377849
2025-04-16,70.7106215377849
2025-04-17,70.7106215377849
2025-04-18,70.7106215377849
2025-04-19,72.86535966278447
2025-04-20,79.33615815195826
2025-04-21,70.7106215377849
2025-04-22,70.7106215377849
2025-04-23,70.7106215377849
2025-04-24,70.7106215377849
2025-04-25,70.7106215377849
2025-04-26,70.7106215377849
2025-04-27,72.32602876119455
2025-04-28,73.00660694035922
2025-04-29,70.7106215377849
2025-04-30,70.7106215377849
2025-05-01,70.7106215377849
2025-05-02,70.7106215377849
2025-05-03,70.7106215377849
2025-05-04,72.35480282046713
2025-05-05,70.7106215377849
2025-05-06,70.7106215377849
2025-05-07,70.7106215377849
2025-05-08,70.7106215377849
2025-05-09,70.7106215377849
2025-05-10,76.36625559925533
2025-05-11,84.66041276117235
2025-05-12,80.70426747737326
2025-05-13,87.05107447225498
2025-05-14,100.89789838299919
2025-05-15,87.34186100853792
2025-05-16,76.94613705795459
2025-05-17,77.12454564389662
2025-05-18,85.0058284628729
2025-05-19,76.57316401823516
2025-05-20,70.7106215377849
2025-05-21,70.7106215377849
2025-05-22,70.7106215377849
2025-05-23,70.7106215377849
2025-05-24,72.1707814191387
2025-05-25,70.7106215377849
2025-05-26,71.69832512979934
2025-05-27,70.7106215377849
2025-05-28,70.7106215377849
2025-05-29,70.7106215377849
2025-05-30,74.3572506143638
2025-05-31,88.44043204382866
2025-06-01,103.56217315209608
2025-06-02,103.01374062324606
2025-06-03,79.34618201334887
2025-06-04,74.6677694134165
2025-06-05,76.02477890666512
2025-06-06,90.07730918841645
2025-06-07,93.42161188873864
2025-06-08,91.21409121323474
2025-06-09,83.91015625912746
2025-06-10,95.28572745770306
2025-06-11,110.79046374126922
2025-06-12,95.49825575783343
2025-06-13,107.51389058837037
2025-06-14,122.11766290616288
2025-06-15,127.19154160605402
2025-06-16,126.29868666977531
2025-06-17,89.63893208374897
2025-06-18,98.1459614855949
2025-06-19,120.76923789997352
2025-06-20,141.4212430755698
2025-06-21,141.4212430755698
2025-06-22,141.4212430755698
2025-06-23,141.4212430755698
2025-06-24,138.81374541046043
2025-06-25,141.4212430755698
2025-06-26,135.72326384489162
2025-06-27,141.4212430755698
2025-06-28,137.51521417147725
2025-06-29,119.94822383065014
2025-06-30,114.00404111201527
2025-07-01,122.05939236856035
2025-07-02,126.27080631067972
2025-07-03,141.4212430755698
2025-07-04,141.4212430755698
2025-07-05,141.4212430755698
2025-07-06,141.4212430755698
2025-07-07,141.4212430755698
2025-07-08,133.10881264187967
2025-07-09,141.4212430755698
2025-07-10,141.4212430755698
2025-07-11,141.4212430755698
2025-07-12,125.25255855879465
2025-07-13,135.67176045927113
2025-07-14,138.40548093799418
2025-07-15,141.4212430755698
2025-07-16,141.4212430755698
2025-07-17,107.31919302257744
2025-07-18,120.04422595328687
2025-07-19,141.4212430755698
2025-07-20,141.4212430755698
2025-07-21,115.37468626785433
2025-07-22,141.4212430755698
2025-07-23,141.4212430755698
2025-07-24,134.63846734981428
2025-07-25,111.85390751272962
2025-07-26,141.4212430755698
2025-07-27,141.4212430755698
2025-07-28,141.4212430755698
2025-07-29,141.4212430755698
2025-07-30,141.4212430755698
2025-07-31,106.72364338134987
2025-08-01,92.61962477421848
2025-08-02,97.06935658042505
2025-08-03,88.21567447925682
2025-08-04,103.76474473502549
2025-08-05,114.74565109834987
2025-08-06,115.55412300485442
2025-08-07,141.4212430755698
2025-08-08,141.4212430755698
2025-08-09,141.4212430755698
2025-08-10,125.83850336289197
2025-08-11,113.2244603337119
2025-08-12,123.93233159283412
2025-08-13,126.78356864891768
2025-08-14,130.70739778579969
2025-08-15,141.4212430755698
2025-08-16,141.4212430755698
2025-08-17,141.4212430755698
2025-08-18,139.59254865979014
2025-08-19,137.62964532829307
2025-08-20,137.2084644083258
2025-08-21,128.23566113404138
2025-08-22,118.69418204180505
2025-08-23,115.10693830344734
2025-08-24,96.66137399588071
2025-08-25,82.50025250669114
2025-08-26,83.99279920522818
2025-08-27,79.11144620147041
2025-08-28,88.1172100551141
2025-08-29,89.76084843129556
2025-08-30,87.92510974474699
2025-08-31,89.01539560154613
2025-09-01,85.60611581629763
2025-09-02,84.16994448845185
2025-09-03,90.04123511890573
2025-09-04,75.01491286271
2025-09-05,70.7106215377849
2025-09-06,71.73008770871422
2025-09-07,82.32372962277091
2025-09-08,70.7106215377849
2025-09-09,74.25702863946773
2025-09-10,86.44311546292874
2025-09-11,102.21432873101615
2025-09-12,118.8841696322333
2025-09-13,131.48178903721305
2025-09-14,120.71450579717569
2025-09-15,116.78110760088303
2025-09-16,120.46938728640382
2025-09-17,96.13088369816103
2025-09-18,78.32429102416386
2025-09-19,90.72398079515145
2025-09-20,94.159798760164
2025-09-21,91.59632947643306
2025-09-22,95.1057621034587
2025-09-23,76.74962776791301
2025-09-24,77.80353970489601
2025-09-25,84.03550161875147
2025-09-26,87.0814010433356
2025-09-27,98.74772368924802
2025-09-28,108.313841073507
2025-09-29,97.60361682725215
2025-09-30,85.12596793520859
2025-10-01,91.4213789008659
2025-10-02,96.201367232681
2025-10-03,101.98958666780433
2025-10-04,103.5927489754415
2025-10-05,103.46742830345538
2025-10-06,76.33302937628926
2025-10-07,70.7106215377849
2025-10-08,70.7106215377849
2025-10-09,70.7106215377849
2025-10-10,81.06188531807176
2025-10-11,78.56199379462997
2025-10-12,91.7792041254459
2025-10-13,73.10884404551177
2025-10-14,73.40485494224868
2025-10-15,88.57665299603872
2025-10-16,85.30959869145244
2025-10-17,84.57378461918218
2025-10-18,73.9141909306451
2025-10-19,70.7106215377849
2025-10-20,70.7106215377849
2025-10-21,70.7106215377849
2025-10-22,70.7106215377849
2025-10-23,70.7106215377849
2025-10-24,70.7106215377849
2025-10-25,71.7892965158006
2025-10-26,75.63631993180185
2025-10-27,70.7106215377849
2025-10-28,70.9743194790316
2025-10-29,78.36881393030147
2025-10-30,75.43982875892725
2025-10-31,73.02322226134825
2025-11-01,82.84079818904111
2025-11-02,90.43737167780164
2025-11-03,72.12261152224848
2025-11-04,70.7106215377849
2025-11-05,70.7106215377849
2025-11-06,70.7106215377849
2025-11-07,70.7106215377849
2025-11-08,76.60038332137255
2025-11-09,100.34079199629298
2025-11-10,101.92184456760731
2025-11-11,84.91241740440866
2025-11-12,72.70726520939914
2025-11-13,70.7106215377849
2025-11-14,70.7106215377849
2025-11-15,70.7106215377849
2025-11-16,73.69731648435143
2025-11-17,72.37790752270689
2025-11-18,70.7106215377849
2025-11-19,74.30165722261901
2025-11-20,71.56098238378094
2025-11-21,79.87725035775512
2025-11-22,80.21718198352015
2025-11-23,81.19850013481276
2025-11-24,77.7085153364828
2025-11-25,78.47060672764961
2025-11-26,97.58482626237453
2025-11-27,103.64436855546879
2025-11-28,108.26445022208799
2025-11-29,111.39176536185533
2025-11-30,130.6933122200612
2025-12-01,125.9777971286975
2025-12-02,118.4231005499785
2025-12-03,113.66660440794477
2025-12-04,124.98683860245512
2025-12-05,113.76862800760607
2025-12-06,114.36101108412939
2025-12-07,120.14184555723354
2025-12-08,115.3627074320124
2025-12-09,96.27568933090603
2025-12-10,96.53140512953391
2025-12-11,98.49653507686679
2025-12-12,109.40196153825103
2025-12-13,136.06620676638255
2025-12-14,141.4212430755698
2025-12-15,122.50316240612521
2025-12-16,104.90132276567087
2025-12-17,97.17805705580851
2025-12-18,99.42994423083185
2025-12-19,115.98595270071549
2025-12-20,104.90604849004156
2025-12-21,110.12170539099253
2025-12-22,93.99412148766737
2025-12-23,86.9986541847266
2025-12-24,85.82420788931947
2025-12-25,87.06904222684749
2025-12-26,76.3862468113391
2025-12-27,82.66295129712609
2025-12-28,114.39091148779026
2025-12-29,141.4212430755698
2025-12-30,122.74324524272707
2025-12-31,102.73787733747733
