date,synthetic_usage
2023-01-01,110.28351211419768
2023-01-02,104.85114625150482
2023-01-03,117.48115559544365
2023-01-04,137.89839867540948
2023-01-05,141.4212430755698
2023-01-06,141.4212430755698
2023-01-07,141.4212430755698
2023-01-08,141.4212430755698
2023-01-09,139.7039160499777
2023-01-10,123.82774783110911
2023-01-11,133.21190686461588
2023-01-12,128.13984319355868
2023-01-13,140.13217462894207
2023-01-14,135.95356213539637
2023-01-15,133.7718166910818
2023-01-16,109.93697663858089
2023-01-17,106.31779161842793
2023-01-18,141.4212430755698
2023-01-19,141.4212430755698
2023-01-20,141.4212430755698
2023-01-21,141.4212430755698
2023-01-22,138.6501749762019
2023-01-23,138.48700328984518
2023-01-24,138.10223914092538
2023-01-25,124.51982940403352
2023-01-26,130.2554956640474
2023-01-27,124.0422439912481
2023-01-28,107.93168438011175
2023-01-29,100.0888977199494
2023-01-30,100.7061796862263
2023-01-31,101.14310822255
2023-02-01,113.40588961061403
2023-02-02,96.61015403825846
2023-02-03,91.59069056490564
2023-02-04,119.67744495971316
2023-02-05,121.7209645681001
2023-02-06,105.61744331695735
2023-02-07,115.19572308460234
2023-02-08,112.4162824577255
2023-02-09,126.53150619482153
2023-02-10,123.08065118399301
2023-02-11,134.2754325696206
2023-02-12,141.4212430755698
2023-02-13,141.4212430755698
2023-02-14,134.83880756510277
2023-02-15,130.23156799673495
2023-02-16,141.4212430755698
2023-02-17,141.4212430755698
2023-02-18,141.4212430755698
2023-02-19,141.4212430755698
2023-02-20,141.4212430755698
2023-02-21,141.4212430755698
2023-02-22,137.3020091901964
2023-02-23,112.10264681749491
2023-02-24,90.62928221066606
2023-02-25,81.27631528593507
2023-02-26,75.96864333109058
2023-02-27,81.83545339545951
2023-02-28,77.13540368427158
2023-03-01,93.24387694248244
2023-03-02,97.90324105751948
2023-03-03,84.42440173613836
2023-03-04,85.86475515731726
2023-03-05,115.66845052776755
2023-03-06,104.69164792290645
2023-03-07,89.99750371850641
2023-03-08,90.25470645578966
2023-03-09,83.8604938746669
2023-03-10,74.98507690229467
2023-03-11,70.7106215377849
2023-03-12,70.7106215377849
2023-03-13,70.7106215377849
2023-03-14,70.7106215377849
2023-03-15,81.40747550486566
2023-03-16,88.80113570750358
2023-03-17,73.31655426319442
2023-03-18,70.7106215377849
2023-03-19,81.77263733775109
2023-03-20,88.48387525669818
2023-03-21,78.427947080231
2023-03-22,79.03621421292654
2023-03-23,74.78879261026319
2023-03-24,74.92098006703635
2023-03-25,70.7106215377849
2023-03-26,70.7106215377849
2023-03-27,70.7106215377849
2023-03-28,70.7106215377849
2023-03-29,70.7106215377849
2023-03-30,79.36378319910361
2023-03-31,74.93285400750952
2023-04-01,75.4928590477635
2023-04-02,70.7106215377849
2023-04-03,71.15424563487788
2023-04-04,79.196005279623
2023-04-05,88.30188182474478
2023-04-06,84.92248697274968
2023-04-07,78.41980560080725
2023-04-08,77.80490972166838
2023-04-09,70.7106215377849
2023-04-10,70.7106215377849
2023-04-11,70.7106215377849
2023-04-12,70.7106215377849
2023-04-13,75.78351863232766
2023-04-14,70.7106215377849
2023-04-15,70.7106215377849
2023-04-16,70.7106215377849
2023-04-17,70.7106215377849
2023-04-18,70.7106215377849
2023-04-19,72.86535966278447
2023-04-20,79.33615815195826
2023-04-21,70.7106215377849
2023-04-22,70.7106215377849
2023-04-23,70.7106215377849
2023-04-24,70.7106215377849
2023-04-25,70.7106215377849
2023-04-26,70.7106215377849
2023-04-27,72.32602876119455
2023-04-28,73.00660694035922
2023-04-29,70.7106215377849
2023-04-30,70.7106215377849
2023-05-01,70.7106215377849
2023-05-02,70.7106215377849
2023-05-03,70.7106215377849
2023-05-04,72.35480282046713
2023-05-05,70.7106215377849
2023-05-06,70.7106215377849
2023-05-07,70.7106215377849
2023-05-08,70.7106215377849
2023-05-09,70.7106215377849
2023-05-10,76.36625559925533
2023-05-11,84.66041276117235
2023-05-12,80.70426747737326
2023-05-13,87.05107447225498
2023-05-14,100.89789838299919
2023-05-15,87.34186100853792
2023-05-16,76.94613705795459
2023-05-17,77.12454564389662
2023-05-18,85.0058284628729
2023-05-19,76.57316401823516
2023-05-20,70.7106215377849
2023-05-21,70.7106215377849
2023-05-22,70.7106215377849
2023-05-23,70.7106215377849
2023-05-24,72.1707814191387
2023-05-25,70.7106215377849
2023-05-26,71.69832512979934
2023-05-27,70.7106215377849
2023-05-28,70.7106215377849
2023-05-29,70.7106215377849
2023-05-30,74.3572506143638
2023-05-31,88.44043204382866
2023-06-01,103.56217315209608
2023-06-02,103.01374062324606
2023-06-03,79.34618201334887
2023-06-04,74.6677694134165
2023-06-05,76.02477890666512
2023-06-06,90.07730918841645
2023-06-07,93.42161188873864
2023-06-08,91.21409121323474
2023-06-09,83.91015625912746
2023-06-10,95.28572745770306
2023-06-11,110.79046374126922
2023-06-12,95.49825575783343
2023-06-13,107.51389058837037
2023-06-14,122.11766290616288
2023-06-15,127.19154160605402
2023-06-16,126.29868666977531
2023-06-17,89.63893208374897
2023-06-18,98.1459614855949
2023-06-19,120.76923789997352
2023-06-20,141.4212430755698
2023-06-21,141.4212430755698
2023-06-22,141.4212430755698
2023-06-23,141.4212430755698
2023-06-24,138.81374541046043
2023-06-25,141.4212430755698
2023-06-26,135.72326384489162
2023-06-27,141.4212430755698
2023-06-28,137.51521417147725
2023-06-29,119.94822383065014
2023-06-30,114.00404111201527
2023-07-01,122.05939236856035
2023-07-02,126.27080631067972
2023-07-03,141.4212430755698
2023-07-04,141.4212430755698
2023-07-05,141.4212430755698
2023-07-06,141.4212430755698
2023-07-07,141.4212430755698
2023-07-08,133.10881264187967
2023-07-09,141.4212430755698
2023-07-10,141.4212430755698
2023-07-11,141.4212430755698
2023-07-12,125.25255855879465
2023-07-13,135.67176045927113
2023-07-14,138.40548093799418
2023-07-15,141.4212430755698
2023-07-16,141.4212430755698
2023-07-17,107.31919302257744
2023-07-18,120.04422595328687
2023-07-19,141.4212430755698
2023-07-20,141.4212430755698
2023-07-21,115.37468626785433
2023-07-22,141.4212430755698
2023-07-23,141.4212430755698
2023-07-24,134.63846734981428
2023-07-25,111.85390751272962
2023-07-26,141.4212430755698
2023-07-27,141.4212430755698
2023-07-28,141.4212430755698
2023-07-29,141.4212430755698
2023-07-30,141.4212430755698
2023-07-31,106.72364338134987
2023-08-01,92.61962477421848
2023-08-02,97.06935658042505
2023-08-03,88.21567447925682
2023-08-04,103.76474473502549
2023-08-05,114.74565109834987
2023-08-06,115.55412300485442
2023-08-07,141.4212430755698
2023-08-08,141.4212430755698
2023-08-09,141.4212430755698
2023-08-10,125.83850336289197
2023-08-11,113.2244603337119
2023-08-12,123.93233159283412
2023-08-13,126.78356864891768
2023-08-14,130.70739778579969
2023-08-15,141.4212430755698
2023-08-16,141.4212430755698
2023-08-17,141.4212430755698
2023-08-18,139.59254865979014
2023-08-19,137.62964532829307
2023-08-20,137.2084644083258
2023-08-21,128.23566113404138
2023-08-22,118.69418204180505
2023-08-23,115.10693830344734
2023-08-24,96.66137399588071
2023-08-25,82.50025250669114
2023-08-26,83.99279920522818
2023-08-27,79.11144620147041
2023-08-28,88.1172100551141
2023-08-29,89.76084843129556
2023-08-30,87.92510974474699
2023-08-31,89.01539560154613
2023-09-01,85.60611581629763
2023-09-02,84.16994448845185
2023-09-03,90.04123511890573
2023-09-04,75.01491286271
2023-09-05,70.7106215377849
2023-09-06,71.73008770871422
2023-09-07,82.32372962277091
2023-09-08,70.7106215377849
2023-09-09,74.25702863946773
2023-09-10,86.44311546292874
2023-09-11,102.21432873101615
2023-09-12,118.8841696322333
2023-09-13,131.48178903721305
2023-09-14,120.71450579717569
2023-09-15,116.78110760088303
2023-09-16,120.46938728640382
2023-09-17,96.13088369816103
2023-09-18,78.32429102416386
2023-09-19,90.72398079515145
2023-09-20,94.159798760164
2023-09-21,91.59632947643306
2023-09-22,95.1057621034587
2023-09-23,76.74962776791301
2023-09-24,77.80353970489601
2023-09-25,84.03550161875147
2023-09-26,87.0814010433356
2023-09-27,98.74772368924802
2023-09-28,108.313841073507
2023-09-29,97.60361682725215
2023-09-30,85.12596793520859
2023-10-01,91.4213789008659
2023-10-02,96.201367232681
2023-10-03,101.98958666780433
2023-10-04,103.5927489754415
2023-10-05,103.46742830345538
2023-10-06,76.33302937628926
2023-10-07,70.7106215377849
2023-10-08,70.7106215377849
2023-10-09,70.7106215377849
2023-10-10,81.06188531807176
2023-10-11,78.56199379462997
2023-10-12,91.7792041254459
2023-10-13,73.10884404551177
2023-10-14,73.40485494224868
2023-10-15,88.57665299603872
2023-10-16,85.30959869145244
2023-10-17,84.57378461918218
2023-10-18,73.9141909306451
2023-10-19,70.7106215377849
2023-10-20,70.7106215377849
2023-10-21,70.7106215377849
2023-10-22,70.7106215377849
2023-10-23,70.7106215377849
2023-10-24,70.7106215377849
2023-10-25,71.7892965158006
2023-10-26,75.63631993180185
2023-10-27,70.7106215377849
2023-10-28,70.9743194790316
2023-10-29,78.36881393030147
2023-10-30,75.43982875892725
2023-10-31,73.02322226134825
2023-11-01,82.84079818904111
2023-11-02,90.43737167780164
2023-11-03,72.12261152224848
2023-11-04,70.7106215377849
2023-11-05,70.7106215377849
2023-11-06,70.7106215377849
2023-11-07,70.7106215377849
2023-11-08,76.60038332137255
2023-11-09,100.34079199629298
2023-11-10,101.92184456760731
2023-11-11,84.91241740440866
2023-11-12,72.70726520939914
2023-11-13,70.7106215377849
2023-11-14,70.7106215377849
2023-11-15,70.7106215377849
2023-11-16,73.69731648435143
2023-11-17,72.37790752270689
2023-11-18,70.7106215377849
2023-11-19,74.30165722261901
2023-11-20,71.56098238378094
2023-11-21,79.87725035775512
2023-11-22,80.21718198352015
2023-11-23,81.19850013481276
2023-11-24,77.7085153364828
2023-11-25,78.47060672764961
2023-11-26,97.58482626237453
2023-11-27,103.64436855546879
2023-11-28,108.26445022208799
2023-11-29,111.39176536185533
2023-11-30,130.6933122200612
2023-12-01,125.9777971286975
2023-12-02,118.4231005499785
2023-12-03,113.66660440794477
2023-12-04,124.98683860245512
2023-12-05,113.76862800760607
2023-12-06,114.36101108412939
2023-12-07,120.14184555723354
2023-12-08,115.3627074320124
2023-12-09,96.27568933090603
2023-12-10,96.53140512953391
2023-12-11,98.49653507686679
2023-12-12,109.40196153825103
2023-12-13,136.06620676638255
2023-12-14,141.4212430755698
2023-12-15,122.50316240612521
2023-12-16,104.90132276567087
2023-12-17,97.17805705580851
2023-12-18,99.42994423083185
2023-12-19,115.98595270071549
2023-12-20,104.90604849004156
2023-12-21,110.12170539099253
2023-12-22,93.99412148766737
2023-12-23,86.9986541847266
2023-12-24,85.82420788931947
2023-12-25,87.06904222684749
2023-12-26,76.3862468113391
2023-12-27,82.66295129712609
2023-12-28,114.39091148779026
2023-12-29,141.4212430755698
2023-12-30,122.74324524272707
2023-12-31,102.73787733747733
2024-01-01,111.38634723533967
2024-01-02,105.89965771401987
2024-01-03,118.65596715139809
2024-01-04,139.2773826621636
2024-01-05,142.83545550632547
